RELIANCE.NS,6,1432.2,1,1432.2,2025-05-05
INFY.NS,6,1506.3,1,1506.3,2025-05-05
TCS.NS,6,3457.8,0,0.0,2025-05-05
RELIANCE.NS,6,1432.3,2,2864.6,2025-05-05
INFY.NS,6,1506.4,2,3012.8,2025-05-05
TCS.NS,6,3455.4,1,3455.4,2025-05-05
